PX409-USBH - 535766,
Units:,psi
Custom Scalar:,none
Custom Offset:,none
Start:,2022-07-18 01:32:33.464
End:,2022-07-18 01:34:10.996
Count:,998
Low:,-0.00505375862121582
High:,17.1964225769043

Time,Value
2022-07-18 01:33:01.540 PM,0.033572543412447
2022-07-18 01:33:01.638 PM,0.0330037921667099
2022-07-18 01:33:01.736 PM,0.0359287969768047
2022-07-18 01:33:01.834 PM,0.0379925519227982
2022-07-18 01:33:01.932 PM,0.0391463041305542
2022-07-18 01:33:02.029 PM,0.0407550558447838
2022-07-18 01:33:02.127 PM,0.040527556091547
2022-07-18 01:33:02.225 PM,0.0398125536739826
2022-07-18 01:33:02.323 PM,0.0387400537729263
2022-07-18 01:33:02.421 PM,0.0397475548088551
2022-07-18 01:33:02.519 PM,0.0496113188564777
2022-07-18 01:33:02.616 PM,0.189816504716873
2022-07-18 01:33:02.714 PM,0.510364413261414
2022-07-18 01:33:02.812 PM,0.859739899635315
2022-07-18 01:33:02.910 PM,1.27938055992126
2022-07-18 01:33:03.008 PM,1.59679222106934
2022-07-18 01:33:03.105 PM,1.78737235069275
2022-07-18 01:33:03.203 PM,1.98354268074036
2022-07-18 01:33:03.301 PM,2.08692526817322
2022-07-18 01:33:03.399 PM,2.06779909133911
2022-07-18 01:33:03.497 PM,1.9364013671875
2022-07-18 01:33:03.595 PM,1.77042365074158
2022-07-18 01:33:03.692 PM,1.58561205863953
2022-07-18 01:33:03.790 PM,1.48572325706482
2022-07-18 01:33:03.888 PM,1.43812704086304
2022-07-18 01:33:03.986 PM,1.39106678962708
2022-07-18 01:33:04.084 PM,1.40621185302734
2022-07-18 01:33:04.182 PM,1.53942966461182
2022-07-18 01:33:04.279 PM,1.80518245697021
2022-07-18 01:33:04.377 PM,2.12574672698975
2022-07-18 01:33:04.475 PM,2.30314803123474
2022-07-18 01:33:04.573 PM,2.16494154930115
2022-07-18 01:33:04.671 PM,1.83735752105713
2022-07-18 01:33:04.768 PM,1.41796064376831
2022-07-18 01:33:04.866 PM,1.06346642971039
2022-07-18 01:33:04.964 PM,0.892402410507202
2022-07-18 01:33:05.062 PM,0.774931073188782
2022-07-18 01:33:05.160 PM,0.697125911712646
2022-07-18 01:33:05.258 PM,0.713993430137634
2022-07-18 01:33:05.355 PM,0.899325013160706
2022-07-18 01:33:05.453 PM,1.28258180618286
2022-07-18 01:33:05.551 PM,1.8253161907196
2022-07-18 01:33:05.649 PM,2.43085694313049
2022-07-18 01:33:05.747 PM,2.88140511512756
2022-07-18 01:33:05.845 PM,2.97555804252625
2022-07-18 01:33:05.942 PM,2.67316126823425
2022-07-18 01:33:06.040 PM,2.17703175544739
2022-07-18 01:33:06.138 PM,1.62604212760925
2022-07-18 01:33:06.236 PM,1.20818901062012
2022-07-18 01:33:06.334 PM,1.02436888217926
2022-07-18 01:33:06.432 PM,0.936001300811768
2022-07-18 01:33:06.529 PM,0.964487552642822
2022-07-18 01:33:06.627 PM,1.16291642189026
2022-07-18 01:33:06.725 PM,1.52720952033997
